,version,ihl,tos,len,id,flags,frag,ttl,proto,chksum,src,dst,options,time,sport,dport,seq,ack,dataofs,reserved,flags,window,chksum,urgptr,options,payload,payload_raw,payload_hex
10,4,5,0,52,65365,DF,0,64,6,58152,172.28.0.12,172.28.0.1,0,1681616389.1287656,8080,34096,3959749139,3178070574,8,0,A,501,22636,0,3,0,b'',b''
11,4,5,0,626,11488,DF,0,64,6,45920,172.28.0.1,172.28.0.12,0,1681616389.2381644,35306,8080,1176259014,640539881,8,0,PA,501,23210,0,3,574,"b'POST /socket.io/?EIO=3&sid=R_PmmLqmwiabq0EaAAAA&t=OU89SMl&transport=polling HTTP/1.1\r\nHost: colab.research.google.com\r\nUser-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/111.0,gzip(gfe)\r\nContent-Length: 73\r\nAccept: */*\r\nAccept-Encoding: gzip, deflate, br,gzip(gfe)\r\nAccept-Language: es-ES,es;q=0.8,en-US;q=0.5,en;q=0.3\r\nContent-Type: application/octet-stream\r\nOrigin: https://colab.research.google.com\r\nReferer: https://colab.research.google.com/\r\nSec-Fetch-Dest: empty\r\nSec-Fetch-Mode: cors\r\nSec-Fetch-Site: same-origin\r\nTe: trailers\r\n\r\n'",b'504f5354202f736f636b65742e696f2f3f45494f3d33267369643d525f506d6d4c716d77696162713045614141414126743d4f553839534d6c267472616e73706f72743d706f6c6c696e6720485454502f312e310d0a486f73743a20636f6c61622e72657365617263682e676f6f676c652e636f6d0d0a557365722d4167656e743a204d6f7a696c6c612f352e30202857696e646f7773204e542031302e303b2057696e36343b207836343b2072763a3130392e3029204765636b6f2f32303130303130312046697265666f782f3131312e302c677a697028676665290d0a436f6e74656e742d4c656e6774683a2037330d0a4163636570743a202a2f2a0d0a4163636570742d456e636f64696e673a20677a69702c206465666c6174652c2062722c677a697028676665290d0a4163636570742d4c616e67756167653a2065732d45532c65733b713d302e382c656e2d55533b713d302e352c656e3b713d302e330d0a436f6e74656e742d547970653a206170706c69636174696f6e2f6f637465742d73747265616d0d0a4f726967696e3a2068747470733a2f2f636f6c61622e72657365617263682e676f6f676c652e636f6d0d0a526566657265723a2068747470733a2f2f636f6c61622e72657365617263682e676f6f676c652e636f6d2f0d0a5365632d46657463682d446573743a20656d7074790d0a5365632d46657463682d4d6f64653a20636f72730d0a5365632d46657463682d536974653a2073616d652d6f726967696e0d0a54653a20747261696c6572730d0a0d0a'
12,4,5,0,125,11489,DF,0,64,6,46420,172.28.0.1,172.28.0.12,0,1681616389.2411852,35306,8080,1176259588,640539881,8,0,PA,501,22709,0,3,73,"b'\x01\x06\t\xff\x04Content-Length: 46\r\n\r\n{""type"":""request"",""command"":""threads"",""seq"":9}'",b'010609ff04436f6e74656e742d4c656e6774683a2034360d0a0d0a7b2274797065223a2272657175657374222c22636f6d6d616e64223a2274687265616473222c22736571223a397d'
13,4,5,0,52,16532,DF,0,64,6,41450,172.28.0.12,172.28.0.1,0,1681616389.241212,8080,35306,640539881,1176259661,8,0,A,501,22636,0,3,0,b'',b''
14,4,5,0,337,16533,DF,0,64,6,41164,172.28.0.12,172.28.0.1,0,1681616389.2418299,8080,35306,640539881,1176259661,8,0,PA,501,22921,0,3,285,"b'HTTP/1.1 200 OK\r\nContent-Type: text/html\r\nContent-Length: 2\r\nAccess-Control-Allow-Credentials: true\r\nAccess-Control-Allow-Origin: https://colab.research.google.com\r\nSet-Cookie: io=R_PmmLqmwiabq0EaAAAA; Path=/; HttpOnly\r\nDate: Sun, 16 Apr 2023 03:39:49 GMT\r\nConnection: keep-alive\r\n\r\nok'",b'485454502f312e3120323030204f4b0d0a436f6e74656e742d547970653a20746578742f68746d6c0d0a436f6e74656e742d4c656e6774683a20320d0a4163636573732d436f6e74726f6c2d416c6c6f772d43726564656e7469616c733a20747275650d0a4163636573732d436f6e74726f6c2d416c6c6f772d4f726967696e3a2068747470733a2f2f636f6c61622e72657365617263682e676f6f676c652e636f6d0d0a5365742d436f6f6b69653a20696f3d525f506d6d4c716d7769616271304561414141413b20506174683d2f3b20487474704f6e6c790d0a446174653a2053756e2c2031362041707220323032332030333a33393a343920474d540d0a436f6e6e656374696f6e3a206b6565702d616c6976650d0a0d0a6f6b'
15,4,5,0,52,11490,DF,0,64,6,46492,172.28.0.1,172.28.0.12,0,1681616389.2443392,35306,8080,1176259661,640540166,8,0,A,499,22636,0,3,0,b'',b''
16,4,5,0,823,65366,DF,0,64,6,57380,172.28.0.12,172.28.0.1,0,1681616389.5545228,8080,34096,3959749139,3178070574,8,0,PA,501,23407,0,3,771,"b'HTTP/1.1 200 OK\r\nContent-Type: text/plain; charset=UTF-8\r\nContent-Length: 542\r\nAccess-Control-Allow-Origin: *\r\nSet-Cookie: io=R_PmmLqmwiabq0EaAAAA; Path=/; HttpOnly\r\nDate: Sun, 16 Apr 2023 03:39:49 GMT\r\nConnection: keep-alive\r\n\r\n538:42/python-lsp/10,[""data"",{""data"":""{\\""jsonrpc\\"":\\""2.0\\"",\\""method\\"":\\""textDocument/publishDiagnostics\\"",\\""params\\"":{\\""uri\\"":\\""inmemory://model/1\\"",\\""version\\"":512,\\""diagnostics\\"":[{\\""range\\"":{\\""start\\"":{\\""line\\"":11,\\""character\\"":0},\\""end\\"":{\\""line\\"":11,\\""character\\"":4}},\\""message\\"":\\""Invalid character \\\\\\""\\\\\\\\u21\\\\\\"" in token\\"",\\""severity\\"":1,\\""source\\"":\\""Pyright\\""},{\\""range\\"":{\\""start\\"":{\\""line\\"":21,\\""character\\"":0},\\""end\\"":{\\""line\\"":21,\\""character\\"":1}},\\""message\\"":\\""Expected expression\\"",\\""severity\\"":1,\\""source\\"":\\""Pyright\\""}]}}""}]'",b'485454502f312e3120323030204f4b0d0a436f6e74656e742d547970653a20746578742f706c61696e3b20636861727365743d5554462d380d0a436f6e74656e742d4c656e6774683a203534320d0a4163636573732d436f6e74726f6c2d416c6c6f772d4f726967696e3a202a0d0a5365742d436f6f6b69653a20696f3d525f506d6d4c716d7769616271304561414141413b20506174683d2f3b20487474704f6e6c790d0a446174653a2053756e2c2031362041707220323032332030333a33393a343920474d540d0a436f6e6e656374696f6e3a206b6565702d616c6976650d0a0d0a3533383a34322f707974686f6e2d6c73702f31302c5b2264617461222c7b2264617461223a227b5c226a736f6e7270635c223a5c22322e305c222c5c226d6574686f645c223a5c2274657874446f63756d656e742f7075626c697368446961676e6f73746963735c222c5c22706172616d735c223a7b5c227572695c223a5c22696e6d656d6f72793a2f2f6d6f64656c2f315c222c5c2276657273696f6e5c223a3531322c5c22646961676e6f73746963735c223a5b7b5c2272616e67655c223a7b5c2273746172745c223a7b5c226c696e655c223a31312c5c226368617261637465725c223a307d2c5c22656e645c223a7b5c226c696e655c223a31312c5c226368617261637465725c223a347d7d2c5c226d6573736167655c223a5c22496e76616c696420636861726163746572205c5c5c225c5c5c5c7532315c5c5c2220696e20746f6b656e5c222c5c2273657665726974795c223a312c5c22736f757263655c223a5c22507972696768745c227d2c7b5c2272616e67655c223a7b5c2273746172745c223a7b5c226c696e655c223a32312c5c226368617261637465725c223a307d2c5c22656e645c223a7b5c226c696e655c223a32312c5c226368617261637465725c223a317d7d2c5c226d6573736167655c223a5c2245787065637465642065787072657373696f6e5c222c5c2273657665726974795c223a312c5c22736f757263655c223a5c22507972696768745c227d5d7d7d227d5d'
17,4,5,0,52,39581,DF,0,64,6,18401,172.28.0.1,172.28.0.12,0,1681616389.5946634,34096,8080,3178070574,3959749910,8,0,A,501,22636,0,3,0,b'',b''
18,4,5,0,522,39582,DF,0,64,6,17930,172.28.0.1,172.28.0.12,0,1681616389.7013283,34096,8080,3178070574,3959749910,8,0,PA,501,23106,0,3,470,"b'GET /socket.io/?EIO=3&sid=R_PmmLqmwiabq0EaAAAA&t=OU89STq&transport=polling HTTP/1.1\r\nHost: colab.research.google.com\r\nUser-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/111.0,gzip(gfe)\r\nAccept: */*\r\nAccept-Encoding: gzip, deflate, br,gzip(gfe)\r\nAccept-Language: es-ES,es;q=0.8,en-US;q=0.5,en;q=0.3\r\nReferer: https://colab.research.google.com/\r\nSec-Fetch-Dest: empty\r\nSec-Fetch-Mode: cors\r\nSec-Fetch-Site: same-origin\r\nTe: trailers\r\n\r\n'",b'474554202f736f636b65742e696f2f3f45494f3d33267369643d525f506d6d4c716d77696162713045614141414126743d4f553839535471267472616e73706f72743d706f6c6c696e6720485454502f312e310d0a486f73743a20636f6c61622e72657365617263682e676f6f676c652e636f6d0d0a557365722d4167656e743a204d6f7a696c6c612f352e30202857696e646f7773204e542031302e303b2057696e36343b207836343b2072763a3130392e3029204765636b6f2f32303130303130312046697265666f782f3131312e302c677a697028676665290d0a4163636570743a202a2f2a0d0a4163636570742d456e636f64696e673a20677a69702c206465666c6174652c2062722c677a697028676665290d0a4163636570742d4c616e67756167653a2065732d45532c65733b713d302e382c656e2d55533b713d302e352c656e3b713d302e330d0a526566657265723a2068747470733a2f2f636f6c61622e72657365617263682e676f6f676c652e636f6d2f0d0a5365632d46657463682d446573743a20656d7074790d0a5365632d46657463682d4d6f64653a20636f72730d0a5365632d46657463682d536974653a2073616d652d6f726967696e0d0a54653a20747261696c6572730d0a0d0a'
19,4,5,0,52,65367,DF,0,64,6,58150,172.28.0.12,172.28.0.1,0,1681616389.7013588,8080,34096,3959749910,3178071044,8,0,A,501,22636,0,3,0,b'',b''
20,4,5,0,727,65368,DF,0,64,6,57474,172.28.0.12,172.28.0.1,0,1681616389.7039204,8080,34096,3959749910,3178071044,8,0,PA,501,23311,0,3,675,"b'HTTP/1.1 200 OK\r\nContent-Type: text/plain; charset=UTF-8\r\nContent-Length: 446\r\nAccess-Control-Allow-Origin: *\r\nSet-Cookie: io=R_PmmLqmwiabq0EaAAAA; Path=/; HttpOnly\r\nDate: Sun, 16 Apr 2023 03:39:49 GMT\r\nConnection: keep-alive\r\n\r\n81:42/python-lsp/10,[""data"",{""data"":""{\\""jsonrpc\\"":\\""2.0\\"",\\""id\\"":2,\\""result\\"":[]}""}]358:42/debugger,[""data"",{""data"":""Content-Length: 251\\r\\n\\r\\n{\\""body\\"":{\\""threads\\"":[{\\""id\\"":1,\\""name\\"":\\""MainThread\\""},{\\""id\\"":2,\\""name\\"":\\""Thread-2\\""},{\\""id\\"":3,\\""name\\"":\\""Thread-3\\""},{\\""id\\"":4,\\""name\\"":\\""Thread-1\\""},{\\""id\\"":5,\\""name\\"":\\""_colab_inspector_thread\\""}]},\\""command\\"":\\""threads\\"",\\""request_seq\\"":9,\\""seq\\"":9,\\""success\\"":true,\\""type\\"":\\""response\\""}""}]'",b'485454502f312e3120323030204f4b0d0a436f6e74656e742d547970653a20746578742f706c61696e3b20636861727365743d5554462d380d0a436f6e74656e742d4c656e6774683a203434360d0a4163636573732d436f6e74726f6c2d416c6c6f772d4f726967696e3a202a0d0a5365742d436f6f6b69653a20696f3d525f506d6d4c716d7769616271304561414141413b20506174683d2f3b20487474704f6e6c790d0a446174653a2053756e2c2031362041707220323032332030333a33393a343920474d540d0a436f6e6e656374696f6e3a206b6565702d616c6976650d0a0d0a38313a34322f707974686f6e2d6c73702f31302c5b2264617461222c7b2264617461223a227b5c226a736f6e7270635c223a5c22322e305c222c5c2269645c223a322c5c22726573756c745c223a5b5d7d227d5d3335383a34322f64656275676765722c5b2264617461222c7b2264617461223a22436f6e74656e742d4c656e6774683a203235315c725c6e5c725c6e7b5c22626f64795c223a7b5c22746872656164735c223a5b7b5c2269645c223a312c5c226e616d655c223a5c224d61696e5468726561645c227d2c7b5c2269645c223a322c5c226e616d655c223a5c225468726561642d325c227d2c7b5c2269645c223a332c5c226e616d655c223a5c225468726561642d335c227d2c7b5c2269645c223a342c5c226e616d655c223a5c225468726561642d315c227d2c7b5c2269645c223a352c5c226e616d655c223a5c225f636f6c61625f696e73706563746f725f7468726561645c227d5d7d2c5c22636f6d6d616e645c223a5c22746872656164735c222c5c22726571756573745f7365715c223a392c5c227365715c223a392c5c22737563636573735c223a747275652c5c22747970655c223a5c22726573706f6e73655c227d227d5d'
21,4,5,0,52,39583,DF,0,64,6,18399,172.28.0.1,172.28.0.12,0,1681616389.7039523,34096,8080,3178071044,3959750585,8,0,A,501,22636,0,3,0,b'',b''
22,4,5,0,626,39584,DF,0,64,6,17824,172.28.0.1,172.28.0.12,0,1681616389.971427,34096,8080,3178071044,3959750585,8,0,PA,501,23210,0,3,574,"b'POST /socket.io/?EIO=3&sid=R_PmmLqmwiabq0EaAAAA&t=OU89SY6&transport=polling HTTP/1.1\r\nHost: colab.research.google.com\r\nUser-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/111.0,gzip(gfe)\r\nContent-Length: 55\r\nAccept: */*\r\nAccept-Encoding: gzip, deflate, br,gzip(gfe)\r\nAccept-Language: es-ES,es;q=0.8,en-US;q=0.5,en;q=0.3\r\nContent-Type: text/plain;charset=UTF-8\r\nOrigin: https://colab.research.google.com\r\nReferer: https://colab.research.google.com/\r\nSec-Fetch-Dest: empty\r\nSec-Fetch-Mode: cors\r\nSec-Fetch-Site: same-origin\r\nTe: trailers\r\n\r\n'",b'504f5354202f736f636b65742e696f2f3f45494f3d33267369643d525f506d6d4c716d77696162713045614141414126743d4f553839535936267472616e73706f72743d706f6c6c696e6720485454502f312e310d0a486f73743a20636f6c61622e72657365617263682e676f6f676c652e636f6d0d0a557365722d4167656e743a204d6f7a696c6c612f352e30202857696e646f7773204e542031302e303b2057696e36343b207836343b2072763a3130392e3029204765636b6f2f32303130303130312046697265666f782f3131312e302c677a697028676665290d0a436f6e74656e742d4c656e6774683a2035350d0a4163636570743a202a2f2a0d0a4163636570742d456e636f64696e673a20677a69702c206465666c6174652c2062722c677a697028676665290d0a4163636570742d4c616e67756167653a2065732d45532c65733b713d302e382c656e2d55533b713d302e352c656e3b713d302e330d0a436f6e74656e742d547970653a20746578742f706c61696e3b636861727365743d5554462d380d0a4f726967696e3a2068747470733a2f2f636f6c61622e72657365617263682e676f6f676c652e636f6d0d0a526566657265723a2068747470733a2f2f636f6c61622e72657365617263682e676f6f676c652e636f6d2f0d0a5365632d46657463682d446573743a20656d7074790d0a5365632d46657463682d4d6f64653a20636f72730d0a5365632d46657463682d536974653a2073616d652d6f726967696e0d0a54653a20747261696c6572730d0a0d0a'
23,4,5,0,107,39585,DF,0,64,6,18342,172.28.0.1,172.28.0.12,0,1681616389.971525,34096,8080,3178071618,3959750585,8,0,PA,501,22691,0,3,55,"b'52:451-/debugger,[""data"",{""_placeholder"":true,""num"":0}]'",b'35323a3435312d2f64656275676765722c5b2264617461222c7b225f706c616365686f6c646572223a747275652c226e756d223a307d5d'
24,4,5,0,52,65369,DF,0,64,6,58148,172.28.0.12,172.28.0.1,0,1681616389.9733746,8080,34096,3959750585,3178071673,8,0,A,501,22636,0,3,0,b'',b''
25,4,5,0,337,65370,DF,0,64,6,57862,172.28.0.12,172.28.0.1,0,1681616389.9752796,8080,34096,3959750585,3178071673,8,0,PA,501,22921,0,3,285,"b'HTTP/1.1 200 OK\r\nContent-Type: text/html\r\nContent-Length: 2\r\nAccess-Control-Allow-Credentials: true\r\nAccess-Control-Allow-Origin: https://colab.research.google.com\r\nSet-Cookie: io=R_PmmLqmwiabq0EaAAAA; Path=/; HttpOnly\r\nDate: Sun, 16 Apr 2023 03:39:49 GMT\r\nConnection: keep-alive\r\n\r\nok'",b'485454502f312e3120323030204f4b0d0a436f6e74656e742d547970653a20746578742f68746d6c0d0a436f6e74656e742d4c656e6774683a20320d0a4163636573732d436f6e74726f6c2d416c6c6f772d43726564656e7469616c733a20747275650d0a4163636573732d436f6e74726f6c2d416c6c6f772d4f726967696e3a2068747470733a2f2f636f6c61622e72657365617263682e676f6f676c652e636f6d0d0a5365742d436f6f6b69653a20696f3d525f506d6d4c716d7769616271304561414141413b20506174683d2f3b20487474704f6e6c790d0a446174653a2053756e2c2031362041707220323032332030333a33393a343920474d540d0a436f6e6e656374696f6e3a206b6565702d616c6976650d0a0d0a6f6b'
26,4,5,0,52,39586,DF,0,64,6,18396,172.28.0.1,172.28.0.12,0,1681616389.9753098,34096,8080,3178071673,3959750870,8,0,A,501,22636,0,3,0,b'',b''
27,4,5,0,522,39587,DF,0,64,6,17925,172.28.0.1,172.28.0.12,0,1681616390.0150418,34096,8080,3178071673,3959750870,8,0,PA,501,23106,0,3,470,"b'GET /socket.io/?EIO=3&sid=R_PmmLqmwiabq0EaAAAA&t=OU89SY4&transport=polling HTTP/1.1\r\nHost: colab.research.google.com\r\nUser-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/111.0,gzip(gfe)\r\nAccept: */*\r\nAccept-Encoding: gzip, deflate, br,gzip(gfe)\r\nAccept-Language: es-ES,es;q=0.8,en-US;q=0.5,en;q=0.3\r\nReferer: https://colab.research.google.com/\r\nSec-Fetch-Dest: empty\r\nSec-Fetch-Mode: cors\r\nSec-Fetch-Site: same-origin\r\nTe: trailers\r\n\r\n'",b'474554202f736f636b65742e696f2f3f45494f3d33267369643d525f506d6d4c716d77696162713045614141414126743d4f553839535934267472616e73706f72743d706f6c6c696e6720485454502f312e310d0a486f73743a20636f6c61622e72657365617263682e676f6f676c652e636f6d0d0a557365722d4167656e743a204d6f7a696c6c612f352e30202857696e646f7773204e542031302e303b2057696e36343b207836343b2072763a3130392e3029204765636b6f2f32303130303130312046697265666f782f3131312e302c677a697028676665290d0a4163636570743a202a2f2a0d0a4163636570742d456e636f64696e673a20677a69702c206465666c6174652c2062722c677a697028676665290d0a4163636570742d4c616e67756167653a2065732d45532c65733b713d302e382c656e2d55533b713d302e352c656e3b713d302e330d0a526566657265723a2068747470733a2f2f636f6c61622e72657365617263682e676f6f676c652e636f6d2f0d0a5365632d46657463682d446573743a20656d7074790d0a5365632d46657463682d4d6f64653a20636f72730d0a5365632d46657463682d536974653a2073616d652d6f726967696e0d0a54653a20747261696c6572730d0a0d0a'
28,4,5,0,52,65371,DF,0,64,6,58146,172.28.0.12,172.28.0.1,0,1681616390.0567331,8080,34096,3959750870,3178072143,8,0,A,501,22636,0,3,0,b'',b''
29,4,5,0,627,11491,DF,0,64,6,45916,172.28.0.1,172.28.0.12,0,1681616390.1422803,35306,8080,1176259661,640540166,8,0,PA,501,23211,0,3,575,"b'POST /socket.io/?EIO=3&sid=R_PmmLqmwiabq0EaAAAA&t=OU89San&transport=polling HTTP/1.1\r\nHost: colab.research.google.com\r\nUser-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/111.0,gzip(gfe)\r\nContent-Length: 105\r\nAccept: */*\r\nAccept-Encoding: gzip, deflate, br,gzip(gfe)\r\nAccept-Language: es-ES,es;q=0.8,en-US;q=0.5,en;q=0.3\r\nContent-Type: application/octet-stream\r\nOrigin: https://colab.research.google.com\r\nReferer: https://colab.research.google.com/\r\nSec-Fetch-Dest: empty\r\nSec-Fetch-Mode: cors\r\nSec-Fetch-Site: same-origin\r\nTe: trailers\r\n\r\n'",b'504f5354202f736f636b65742e696f2f3f45494f3d33267369643d525f506d6d4c716d77696162713045614141414126743d4f55383953616e267472616e73706f72743d706f6c6c696e6720485454502f312e310d0a486f73743a20636f6c61622e72657365617263682e676f6f676c652e636f6d0d0a557365722d4167656e743a204d6f7a696c6c612f352e30202857696e646f7773204e542031302e303b2057696e36343b207836343b2072763a3130392e3029204765636b6f2f32303130303130312046697265666f782f3131312e302c677a697028676665290d0a436f6e74656e742d4c656e6774683a203130350d0a4163636570743a202a2f2a0d0a4163636570742d456e636f64696e673a20677a69702c206465666c6174652c2062722c677a697028676665290d0a4163636570742d4c616e67756167653a2065732d45532c65733b713d302e382c656e2d55533b713d302e352c656e3b713d302e330d0a436f6e74656e742d547970653a206170706c69636174696f6e2f6f637465742d73747265616d0d0a4f726967696e3a2068747470733a2f2f636f6c61622e72657365617263682e676f6f676c652e636f6d0d0a526566657265723a2068747470733a2f2f636f6c61622e72657365617263682e676f6f676c652e636f6d2f0d0a5365632d46657463682d446573743a20656d7074790d0a5365632d46657463682d4d6f64653a20636f72730d0a5365632d46657463682d536974653a2073616d652d6f726967696e0d0a54653a20747261696c6572730d0a0d0a'
30,4,5,0,157,11492,DF,0,64,6,46385,172.28.0.1,172.28.0.12,0,1681616390.143248,35306,8080,1176260236,640540166,8,0,PA,501,22741,0,3,105,"b'\x01\x01\x00\x00\xff\x04Content-Length: 77\r\n\r\n{""type"":""request"",""command"":""stackTrace"",""seq"":10,""arguments"":{""threadId"":1}}'",b'01010000ff04436f6e74656e742d4c656e6774683a2037370d0a0d0a7b2274797065223a2272657175657374222c22636f6d6d616e64223a22737461636b5472616365222c22736571223a31302c22617267756d656e7473223a7b227468726561644964223a317d7d'
31,4,5,0,52,16534,DF,0,64,6,41448,172.28.0.12,172.28.0.1,0,1681616390.1432645,8080,35306,640540166,1176260341,8,0,A,501,22636,0,3,0,b'',b''
32,4,5,0,337,16535,DF,0,64,6,41162,172.28.0.12,172.28.0.1,0,1681616390.1439264,8080,35306,640540166,1176260341,8,0,PA,501,22921,0,3,285,"b'HTTP/1.1 200 OK\r\nContent-Type: text/html\r\nContent-Length: 2\r\nAccess-Control-Allow-Credentials: true\r\nAccess-Control-Allow-Origin: https://colab.research.google.com\r\nSet-Cookie: io=R_PmmLqmwiabq0EaAAAA; Path=/; HttpOnly\r\nDate: Sun, 16 Apr 2023 03:39:50 GMT\r\nConnection: keep-alive\r\n\r\nok'",b'485454502f312e3120323030204f4b0d0a436f6e74656e742d547970653a20746578742f68746d6c0d0a436f6e74656e742d4c656e6774683a20320d0a4163636573732d436f6e74726f6c2d416c6c6f772d43726564656e7469616c733a20747275650d0a4163636573732d436f6e74726f6c2d416c6c6f772d4f726967696e3a2068747470733a2f2f636f6c61622e72657365617263682e676f6f676c652e636f6d0d0a5365742d436f6f6b69653a20696f3d525f506d6d4c716d7769616271304561414141413b20506174683d2f3b20487474704f6e6c790d0a446174653a2053756e2c2031362041707220323032332030333a33393a353020474d540d0a436f6e6e656374696f6e3a206b6565702d616c6976650d0a0d0a6f6b'
33,4,5,0,52,11493,DF,0,64,6,46489,172.28.0.1,172.28.0.12,0,1681616390.1448433,35306,8080,1176260341,640540451,8,0,A,499,22636,0,3,0,b'',b''
